ID,Street Name,Street Qualifier,Begin Measure,End Measure,School,Speed Limit,Effective Days,Effective Time,Legislation Link,Location
397,Downing St,A,630.5,680.5,Sargent Park School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.178477051034 49.899072588096, -97.178442600667 49.899521653095)"
398,Aubert St,A,381.8,630,Ecole Tache,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.122160014942 49.896101655285, -97.121492879214 49.896272575583, -97.121370569111 49.896303910819, -97.12124629067 49.89633575016, -97.120270922288 49.896585630822, -97.118948165651 49.896924196994)"
349,Wallasey St,A,374.98366,866.30714,Ecole Bannatyne,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.265096719177 49.879346207796, -97.265026152176 49.880147467813, -97.264766234572 49.883051640571, -97.264703231073 49.883757122257)"
375,Ravelston Ave W,A,1298.6,1726.9,Ecole Regent Park,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.020608611104 49.897581959223, -97.020930643821 49.897583926315, -97.022356408876 49.897592624652, -97.022746221582 49.897593023652, -97.02532655438 49.897608654825, -97.025461419284 49.897609470232, -97.025986820875 49.897636627037, -97.026222025807 49.897714845678, -97.026504296441 49.897808715309)"
384,Marbury Rd,A,30.1,231.4,Elwick Community School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.169303352146 49.945294784052, -97.168951962757 49.94574992071, -97.168609988576 49.946192852859, -97.168424134581 49.946433551234, -97.168352155329 49.946526770384, -97.168283195085 49.946617117709, -97.168136785207 49.946777291993, -97.168003103075 49.946896359934)"
385,Brooksmere Trail,A,186.6,387.2,Ecole Waterford Springs School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.200904053862 49.959126789434, -97.200954682378 49.959092005117, -97.201021904347 49.959049975202, -97.201093124249 49.959010412091, -97.201162742536 49.958976096703, -97.201239006622 49.958942658889, -97.201320805197 49.958911124857, -97.201404082949 49.958883227397, -97.201482291448 49.958860730959, -97.20153477529 49.958847452544, -97.201586548361 49.958834997743, -97.201660521177 49.958817359086, -97.201743624877 49.958794472375, -97.201835235587 49.958765298636, -97.201873994174 49.958751070569, -97.201917939153 49.958734793209, -97.201989872082 49.958704707606, -97.20204361617 49.958679591715, -97.202116028613 49.958642750433, -97.202180162854 49.958606272871, -97.202225304286 49.958577958139, -97.202250739567 49.958561657477, -97.202330524157 49.958506105235, -97.202416017888 49.95844298313, -97.202494354794 49.958381252845, -97.202569724662 49.958318003867, -97.202651376438 49.95824464598, -97.202729037319 49.95816950614, -97.202802613972 49.958092674667, -97.202802637389 49.958092649275, -97.202802660704 49.958092623956, -97.202842628892 49.958047943938, -97.202858543555 49.958029357719, -97.202874142697 49.958010660501, -97.202925076672 49.957945914581, -97.202925076854 49.957945914327)"
404,Ranville Rd,Service Road Small_1521726,36.9,50.1,École Sage Creek,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.033111398766 49.8327062724, -97.03309143286 49.832710853807, -97.033071694087 49.832716644512, -97.033052785562 49.832723497036, -97.033034843497 49.832731362015, -97.033017997143 49.832740182793, -97.033002367858 49.832749895825, -97.032988068232 49.832760431143, -97.032975201277 49.832771712851, -97.032969654367 49.83277755577)"
421,Fennell St,A,224,464.7,Casa Montessori and Orff School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.172001160298 49.841313721504, -97.171734728992 49.840982563519, -97.171670122813 49.840902261187, -97.171605517162 49.840821959215, -97.170456398492 49.839393605707)"
91,Willow Point Rd,A,18.33343,205.71706,Niakwa Place School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.081775280373 49.849800255916, -97.081892611108 49.849775111864, -97.082134006341 49.84972338046, -97.082375400634 49.849671648641, -97.082534499305 49.849637552494, -97.082628796722 49.849618821196, -97.082772376354 49.849595800131, -97.082917991381 49.849578951946, -97.082953528014 49.849575806015, -97.083176324296 49.849557254631, -97.083428547217 49.849536252529, -97.083843030689 49.849501738306, -97.083964619762 49.849490993337, -97.084066908973 49.849482890269, -97.08416851737 49.84947176835, -97.084280403682 49.849455891758, -97.084314630137 49.849449840076)"
97,Bruce Ave,C,1122.74603,1314.70781,Linwood School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.229436249817 49.881656382302, -97.229062643199 49.881641860364, -97.227767842076 49.881591399877, -97.226769650712 49.881552581732)"
359,Woodbine Ave,A,388.7,621.7,École Rivière-Rouge,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.09929972934 49.95877348728, -97.101955195286 49.959979688875)"
376,Victoria Ave W,A,1315.63619,1484.8,Ecole Regent Park,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.022500328833 49.896004982665, -97.022811061445 49.896006849525, -97.024854979587 49.896019116849)"
386,Prairie Spring Bay,A,83,298.4,Ecole Waterford Springs School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.204731991694 49.958658729065, -97.204731436263 49.958859705087, -97.204731230893 49.958945081455, -97.204706832215 49.95899928167, -97.204597287819 49.959068701016, -97.204072411294 49.959366773873, -97.204046399819 49.95941004517, -97.204045867672 49.959448902466, -97.204056894985 49.959474741497, -97.204103118799 49.959517906158, -97.204529517151 49.959837574465, -97.204599669407 49.959884017123, -97.204690964188 49.959903827199, -97.204769778128 49.959898377758, -97.204869733039 49.959854183936, -97.205106380751 49.959722810545)"
391,Penticton Bay,A,0,69.6,General Vanier School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.062920135631 49.858717137484, -97.062918920066 49.858091285545)"
392,Young St,A,0,45.4,Balmoral Hall,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.15586466449 49.881667527019, -97.155846676925 49.881667380249, -97.155828739441 49.881668259322, -97.155810991882 49.881670157383, -97.155793572613 49.881673059636, -97.155776617436 49.881676943453, -97.155760258538 49.881681778556, -97.155744623457 49.881687527249, -97.155729834087 49.881694144715, -97.155716005729 49.881701579362, -97.155703246192 49.881709773228, -97.155691654953 49.881718662433, -97.15568132238 49.881728177673, -97.155672329029 49.881738244766, -97.155664745016 49.881748785228, -97.155658629466 49.881759716881, -97.155654030061 49.8817709545, -97.155650982659 49.881782410474, -97.155649511019 49.88179399549, -97.155637890954 49.881992872527)"
90,River Ave,A,9.06721,195.71821,Fort Rouge School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.13269111515 49.8837578045, -97.132707325275 49.883752356947, -97.133577198534 49.883460023377, -97.134660436397 49.883095971334, -97.134707271436 49.883080230769, -97.134998413056 49.882986895364)"
92,Yale Ave W,A,1223.87013,1412.44622,St. Joseph the Worker,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.019562907088 49.896772529907, -97.020918566792 49.89678081458, -97.02218780019 49.896788556714)"
93,Casey St,A,135.48314,324.79043,Riverview School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.128906686034 49.866468793659, -97.128694163973 49.866202794965, -97.128618833346 49.866112262598, -97.128543502999 49.866021730186, -97.128273122502 49.865686533194, -97.128002602272 49.865351157778, -97.12793793036 49.865270980387, -97.12787325866 49.865190802961, -97.127687124657 49.864960040235)"
96,Torwood Cres,A,104.18193,295.55178,Prairie Rose Elementary School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.221371027713 49.943039023388, -97.221728133958 49.943039261955, -97.222166840391 49.943039553529, -97.222181163626 49.943039966089, -97.222195376855 49.943041181649, -97.222209372189 49.943043190984, -97.222223043394 49.94304597884, -97.222236286696 49.943049524057, -97.222249001568 49.943053799723, -97.222261091496 49.943058773383, -97.222272464708 49.943064407284, -97.222283034873 49.94307065866, -97.222292721755 49.943077480058, -97.222301451824 49.9430848197, -97.222309158812 49.943092621872, -97.222315784217 49.943100827351, -97.222321277746 49.943109373849, -97.222325597698 49.943118196494, -97.222328711283 49.943127228315, -97.222330594863 49.943136400753, -97.222331234142 49.943145644183, -97.222332296706 49.94381384184, -97.222332422922 49.943893229824, -97.222332549673 49.943972956338, -97.222332889161 49.944186385645)"
353,Rathgar Ave,A,443.81126,958.87069,Lord Roberts Community School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.13754348297 49.860354859683, -97.138496809525 49.860036406523, -97.138621071603 49.859994838559, -97.138745333471 49.859953270459, -97.141874568287 49.858907705579, -97.14276363347 49.858610620173, -97.142887817981 49.858568966304, -97.143907060613 49.858227084955)"
39,Brazier St,A,469.61415,614.59736,Lord Selkirk School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.112700303239 49.911697423093, -97.112687987798 49.911711564289, -97.112534181456 49.911904533727, -97.112275065975 49.912229622733, -97.111971241495 49.912610797627, -97.111775545379 49.912856312184)"
399,Thibault St,A,0,108.8,Ecole Tache,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.118947720458 49.89692431094, -97.118787279946 49.896965374878, -97.118708299 49.896976213524, -97.118628145027 49.896982505201, -97.118547444115 49.896984200765, -97.118466826625 49.89698128697, -97.118396047906 49.896974880149, -97.118326261079 49.896964918973, -97.117715233226 49.896880683822, -97.117469044566 49.896848184522)"
4,Sandhurst Ave,A,16.34185,93.20784,George V School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.092029315047 49.906899593336, -97.092005298288 49.906895289626, -97.09168193441 49.906837362111, -97.090998027209 49.906714843326)"
40,Daly St S,A,527,806,Lord Roberts Community School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.139256201067 49.860782017867, -97.139192537521 49.860703114586, -97.139128073169 49.860622855318, -97.139063609028 49.860542596015, -97.138874713342 49.860308842351, -97.13868576493 49.860075020915, -97.138621071603 49.859994838559, -97.138556378488 49.859914656168, -97.138309622024 49.859608816896, -97.138062953306 49.859303082061, -97.137998250307 49.859222887265, -97.137933547519 49.859142692433, -97.13766893978 49.858814781549, -97.13746140194 49.858557590144)"
400,Langevin St,A,1129.4,1290.9,Ecole Tache,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.120541338158 49.894953813606, -97.120594900672 49.895041022839, -97.120853260599 49.895461673769, -97.121112148043 49.895883175825, -97.121370431422 49.896303686649)"
410,Lennox Ave,A,0,226.7,Christ the King School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.112589881151 49.848311135332, -97.112424202713 49.848365274944, -97.112277418005 49.848413240251, -97.111727232438 49.848603007675, -97.110913628312 49.848883624611, -97.109804648046 49.849266103978)"
412,South Dr,A,0,399.8,St. Joseph the Worker,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.123168057553 49.845502547049, -97.123168782354 49.845495060002, -97.123172176359 49.845480217992, -97.123177490665 49.845465613458, -97.123184687534 49.845451350103, -97.123193715862 49.84543752921, -97.123204511539 49.845424248918, -97.123216997905 49.845411603526, -97.123231086295 49.845399682829, -97.12324667667 49.845388571471, -97.124986028194 49.844249266697, -97.126010296421 49.843578315795, -97.126352157761 49.843753416161, -97.126708646353 49.843915861985, -97.126865615574 49.843981474438, -97.126949150314 49.844012912435, -97.127184805395 49.844101706176)"
416,Beaverhill Blvd,A,0,151.5,Ecole Guyot,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.084185106111 49.843428032128, -97.083858059492 49.843483924934, -97.083844050037 49.84348661231, -97.08364634635 49.843522479867, -97.083445175351 49.843549090381, -97.083241572103 49.843566306939, -97.083110413512 49.84357235451, -97.082978963838 49.843574500768, -97.082856457291 49.843574683239, -97.082216224155 49.843575634745, -97.082104225925 49.843575800757)"
419,Wallingford Cres,A,662,694.37961,Van Walleghem School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.1841161463 49.841649590365, -97.184287039301 49.841494555018, -97.184377682429 49.841412582597)"
388,Hillary Cres,A,661.1,693.3,Crestview School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.300044680034 49.891260144615, -97.300311864024 49.89122572031, -97.300484000248 49.891202776728)"
389,Morgan Cres,A,651.1,913.6,Crestview School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.303793172693 49.89055652638, -97.303780010045 49.890687395745, -97.303778265367 49.89069773317, -97.303775132736 49.890707933018, -97.30377063599 49.890717917661, -97.303764809355 49.890727611107, -97.303757697174 49.890736939582, -97.303749353575 49.890745832088, -97.303739842061 49.890754220946, -97.30372923502 49.890762042311, -97.303717613181 49.890769236654, -97.303705064994 49.890775749222, -97.303691685961 49.890781530448, -97.303677577908 49.890786536332, -97.303662848209 49.890790728777, -97.303647608967 49.890794075872, -97.303631976168 49.890796552145, -97.301476505807 49.891074196336, -97.301128446304 49.891119026483, -97.300650481099 49.89118058667, -97.30048473694 49.891202678535)"
390,Lomond Blvd,A,0,361.5,General Vanier School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.062920135631 49.858717137484, -97.062923390728 49.860393577737, -97.062922743155 49.860403711258, -97.062920765778 49.860413772545, -97.062917472904 49.860423688801, -97.062912888355 49.860433388281, -97.062907045301 49.860442800806, -97.062899986018 49.860451858276, -97.062891761579 49.860460495158, -97.06288243149 49.860468648962, -97.062872063255 49.860476260694, -97.06286073189 49.860483275281, -97.06284851938 49.860489641971, -97.062835514085 49.8604953147, -97.0628218101 49.860500252425, -97.062807506577 49.860504419419, -97.062792707004 49.860507785534, -97.062777518461 49.860510326416, -97.062762050839 49.860512023679, -97.06274641605 49.860512865045, -97.062730727216 49.860512844425, -97.062531287632 49.860511911921, -97.062431792023 49.86051625718, -97.062332296398 49.860520602353, -97.062134862954 49.860538867268, -97.062005186681 49.860556233531, -97.061877001248 49.860577733477, -97.061750621813 49.860603314484, -97.061626358968 49.860632913403, -97.06150451804 49.860666457627, -97.061385398678 49.860703864576, -97.06126929355 49.86074504223, -97.06115648822 49.860789889459, -97.061013067504 49.860854538048, -97.060876496658 49.860925113922, -97.060863725692 49.860931563241, -97.060850128308 49.860937262996, -97.060835809476 49.860942169187, -97.060820879732 49.860946243937, -97.06080545433 49.860949455792, -97.060789652351 49.860951779957, -97.060773595782 49.86095319849, -97.060757457615 49.860953698919)"
401,Des Intrepides Prom,A,272.7,319.1825,Ecole Tache,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.121609204944 49.896692426629, -97.121370569111 49.896303910819)"
402,Ranville Rd,Service Road Small_1520251,37.1,44.8,École Sage Creek,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.033519253197 49.832412548898, -97.03346693807 49.83247295566)"
413,Beliveau Rd,A,1249.9,1591.2,Lavallee School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.098405019505 49.839616400209, -97.097781266857 49.83983115688, -97.095959704463 49.840458286429, -97.095428494904 49.840641163324, -97.094953461833 49.840804697355, -97.094603659686 49.840925117644, -97.094489468979 49.840964427728, -97.094366179809 49.840993417019, -97.094198389494 49.841032869707)"
418,Settlers Rd,A,0,220,St. Amant School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.13213174397 49.817412489743, -97.132230467067 49.817378696318, -97.132780689918 49.817258128542, -97.132853957813 49.817242724129, -97.132925352288 49.817223995633, -97.132994513631 49.817202037415, -97.133835828889 49.816910511633, -97.133885526855 49.816895002752, -97.133937072175 49.816882266151, -97.133990096259 49.816872392905, -97.134044219942 49.816865453617, -97.134099056195 49.816861497908, -97.134154212896 49.816860554065, -97.134209295631 49.816862628837, -97.134263910515 49.816867707388, -97.134317667008 49.816875753403, -97.134370180709 49.816886709345, -97.1344210761 49.816900496872, -97.134469989238 49.816917017391, -97.134516570351 49.816936152768, -97.134560486344 49.816957766169, -97.134601423176 49.81698170304, -97.134639088111 49.817007792213, -97.134643738123 49.817011338688, -97.13467445352 49.817036966003, -97.134702038114 49.817064043231, -97.134726329133 49.817092410598, -97.134747183238 49.817121900718, -97.134764477368 49.817152339579, -97.134775027189 49.817176491306)"
98,Andrews St,A,2469.41593,2663.76406,Seven Oaks Middle School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.130085714548 49.93733410012, -97.129921164306 49.93754720549, -97.129616951452 49.937941179114, -97.129312973558 49.938334841067, -97.129071505435 49.938647545429, -97.129008987908 49.938728607409, -97.12894661322 49.938809483866, -97.128878074274 49.938898272538)"
387,Jefferson Ave,A,7451.1,7786.9,Ecole Waterford Springs School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.200073135646 49.960739344098, -97.200457958157 49.96074063345, -97.201424062881 49.960734316371, -97.204753863007 49.960737951657)"
394,Enfield Cres,A,1157,1397.46887,Ecole Henri-Bergeron,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.112419587021 49.882510043473, -97.112582298408 49.882749753461, -97.11270583094 49.882932007418, -97.112909556626 49.883232571273, -97.113214003356 49.883681725034, -97.113300290178 49.88378567639, -97.113426411529 49.883937616482, -97.113936565457 49.884430296445)"
395,St Jean Baptiste St,A,0,63.1,Ecole Henri-Bergeron,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.113936565457 49.884430296445, -97.113993105218 49.884865976678, -97.114009942689 49.884995720353)"
396,Sargent Park Pl,A,24.2,95.68611,Sargent Park School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.177561001419 49.89895780628, -97.177854105112 49.898966852274, -97.178338781524 49.898981809101, -97.178351464267 49.898982561462, -97.178363996268 49.89898402841, -97.178376281219 49.898986198671, -97.17838822471 49.898989055566, -97.178399734956 49.898992577141, -97.1784107235 49.898996736331, -97.178421105897 49.899001501175, -97.178430802357 49.899006835054, -97.178439738363 49.899012696977, -97.178447845241 49.899019041896, -97.178455060691 49.89902582105, -97.17846132926 49.899032982342, -97.178466602775 49.899040470736, -97.178470840709 49.899048228685, -97.178474010492 49.899056196569, -97.178476087764 49.899064313155, -97.17847705656 49.899072516066)"
403,Ranville Rd,Service Road Small_1521726,0,36.86482,École Sage Creek,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.033466796751 49.832473118837, -97.033245804982 49.832649058151, -97.033226775586 49.832661451629, -97.033206233399 49.832672789709, -97.033184317881 49.832682995417, -97.033161177816 49.832691999464, -97.033136970303 49.832699740722, -97.033111859688 49.832706166636)"
405,Ranville Rd,Service Road Small_1520251,44.8208,82.45497,École Sage Creek,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.033466796751 49.832473118837, -97.033396767834 49.832673159899, -97.033393313051 49.832682191927, -97.033390755715 49.832691348071, -97.03338959787 49.832695861155, -97.033385994273 49.832712572887, -97.033384663457 49.832729424419, -97.033385615618 49.83274628668, -97.033388843466 49.832763030513, -97.033394322279 49.832779527671, -97.033404645026 49.832804400979)"
414,Beliveau Rd E,A,0,333.3,Lavallee School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.094197969896 49.841032968367, -97.094079153248 49.841060905646, -97.093598894426 49.841224485775, -97.090090503524 49.842419377995)"
415,Willowlake Cres,A,805,1062.5849,Ecole Guyot,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.086330482997 49.845205451424, -97.086318210404 49.845175470602, -97.086254391421 49.845049921713, -97.086157951617 49.844895590319, -97.08604411338 49.844746297838, -97.085913501278 49.844602863145, -97.085795185577 49.844492516938, -97.085766831861 49.844466072977, -97.085604909738 49.844336677618, -97.084595826821 49.843588699439, -97.084484030778 49.843505829183, -97.084460963741 49.843490158542, -97.084435882477 49.843475840339, -97.084408975904 49.843462982423, -97.084380446694 49.843451681643, -97.084350509736 49.84344202312, -97.084319390524 49.843434079605, -97.084287323457 49.843427910929, -97.08427047524 49.843425651618, -97.084253396385 49.84342429806, -97.084236203125 49.84342385947, -97.084219012467 49.84342433883, -97.084201941404 49.843425732878, -97.084185106111 49.843428032128)"
99,St Jean Baptiste St,A,589.81001,784.68656,Ecole Provencher,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.114623977533 49.889715356632, -97.11464020533 49.889839503383, -97.114654039002 49.889945333116, -97.114658045112 49.889975980403, -97.114675884943 49.890112458259, -97.114693726293 49.89024893643, -97.114711566272 49.890385414038, -97.114763193034 49.890780359976, -97.114787545933 49.890877042791, -97.114822404099 49.891015431654, -97.114982989739 49.891277454426, -97.115076212524 49.891429561873)"
409,Bronstone Blvd,A,0,31.7,Christ the King School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.112589881151 49.848311135332, -97.112718101797 49.848269235752, -97.112980601774 49.848179158674)"
41,Sinclair St,A,428.93121,575.65215,King Edward Community School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.159135203086 49.919967991571, -97.159068837042 49.920054297484, -97.158992374487 49.920153732997, -97.158915928896 49.920253145977, -97.158722357537 49.920504872006, -97.158498963048 49.920795377187, -97.158436260378 49.920874743264, -97.158372604699 49.920955315308, -97.158222864019 49.921148535324)"
411,North Dr,A,0,65.5,St. Joseph the Worker,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.123168057553 49.845502547049, -97.123167332753 49.845510034096, -97.123167837849 49.845525033948, -97.12317029406 49.845539953044, -97.123174683945 49.845554685448, -97.123180976333 49.845569126546, -97.123189126547 49.845583173794, -97.123199076712 49.845596727444, -97.123565563038 49.845957314072, -97.123573737053 49.845965083253, -97.123617992631 49.846006549297, -97.123618177499 49.846006708424)"
423,Agassiz Dr,A,158.4,471.3,Winnipeg Mennonite School Agassiz,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.148161516833 49.817690148677, -97.148056958294 49.817634956492, -97.147768993664 49.81748295059, -97.147726944517 49.817458858893, -97.14768803976 49.817432648628, -97.147652533548 49.817404491026, -97.147620657832 49.817374570036, -97.147592620846 49.817343081128, -97.147409877442 49.817117196312, -97.147386999336 49.817091078238, -97.147361478525 49.817066006239, -97.146551748287 49.816325556294, -97.146541106394 49.816316648667, -97.146529339752 49.81630835448, -97.146516532457 49.816300733011, -97.146502776045 49.816293838731, -97.146488168831 49.816287720913, -97.146472815214 49.816282423281, -97.146456824927 49.816277983698, -97.14644031225 49.816274433892, -97.146423395201 49.816271799235, -97.146406194684 49.816270098556, -97.146388833632 49.816269344009, -97.146371436123 49.816269540987, -97.146354126496 49.816270688083, -97.146337028464 49.816272777098, -97.146320264226 49.816275793103, -97.146303953594 49.816279714541, -97.146288213141 49.816284513387, -97.145479024349 49.816558829257, -97.145410498766 49.816579853765, -97.145339603304 49.816597280708, -97.145266788242 49.816610999402, -97.14519251605 49.816620922715, -97.145034867072 49.816637778952)"
424,Thatcher Dr,A,156.5,360,Winnipeg Mennonite School Agassiz,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.145345934011 49.818648339069, -97.145345794635 49.818648101667, -97.145308087004 49.818564309361, -97.145280808337 49.8184788408, -97.145052950834 49.817586902786, -97.144863644719 49.816845848441)"
